premise,hypothesis,label
گنزم‌ یا خزانه‌ شاهی‌ قلب‌ تپنده‌ نظام‌ شاهنشاهی‌ هخامنشی‌ بود‌. رئیس‌ خزانه‌ تخت‌ جمشید یا خزانه‌دار کل‌ که گنزه ‌بره‌ نامیده میشد، رئیس‌ همه‌ خزانه‌های‌ پارس‌بود، که‌ عده‌ زیادی‌ کارگر و کارمند در آن‌ها مشغول‌ به‌ کار بودند.,«گنزم» به خزانه شاهی در نظام هخامنشی اطلاق می شد.,e
پولین این گونه شرح می‌دهد: «داریوش اولین پادشاهی بود که برای اقوام خود خراج تعیین می‌کرد، و به منظور آنکه خراج‌ها با بردباری بیشتر از جانب رعایا تحمل شود، خود او میزان آن را تعیین نکرد و بر عهده ساتراپ‌هایش گذاشت که مقداری گزاف معین کردند. نیز به بهانه ابراز محبت به رعایایش آنچه را معین شده بود به نیم کاهش داد و اقوام این کاهش را به منزله نیکی و عنایت بزرگی که شاه بر آنها روا داشته بود تلقی کردند و به خوش دلی، آن را پرداختند.»,براساس نوشته «پولین» نخستین شاه هخامنشی که مقدار مالیات را برای قوم های زیر فرمانش تعیین کرد داریوش بود.,e
پس‌ از به‌ سلطنت‌ رسیدن‌ خشایارشاه، دیگر هرگز قدرت‌ بی‌چون‌ وچرای‌ روزگار کوروش‌ و داریوش‌ در خاندان‌ هخامنشی‌ به‌ دید نیامد. بیشترین ‌وقت‌ و همت‌ خشایارشاه صرف‌ گستراندن‌ تخت‌ جمشید شد و در حقیقت‌ عظمت ‌تخت‌ جمشید را باید به‌ پای‌ او نوشت‌. این‌ توجه ‌ویژه‌ نیز ناشی‌ از تربیت‌ حرمسرایی‌ خشایارشاه و علاقه‌ او به‌ چاردیواری‌ کاخ‌های‌سلطنتی‌ است‌.,بیشتر وقت خشایارشاه صرف گسترش تخت جمشید شد.,e
استر دختر ابیحایل و برادرزاده مردخای بود، او از شخصیت‌های مهم یهودی یا عهد عتیق در انجیل و شخصیت محوری کتاب استر است. بنا به مندرجات این کتاب، وی همسر و ملکه خشایار پادشاه پارسی بود.,استر همسر یهودی خشایارشاه بود.,e
مغ‌کشی جشنی بود که پارسی‌ها در زمان حکومت هخامنشیان، هر ساله به خاطر بزرگداشت قتل گئومات و پادشاهی داریوش بزرگ، گرامی می‌داشتند.,جشن مغ کشی به مناسبت کشته شدن گئومات و پادشاهی داریوش برگزار می شد.,e
کمبوجیه در سال ۵۲۳ ق. م از مصر به طرف ایران حرکت کرد که در شام خبر شورش یک نفر از مغان به اسم گئومات به گوشش رسید. در راه، هنگام سوار شدن بر اسب حلقه غلاف خنجر کمبوجیه پاره شد و خنجر عریان در ران او فرو رفت و زخمی شد. بر اثر این زخم ، کمبوجیه در شام درگذشت.,کمبوجیه هنگام بازگشت از مصر به ایران زخم برداشت و از دنیا رفت.,e
بردیا، نام پسر کوچک‌تر کوروش بزرگ هخامنشی و برادر کمبوجیه دوم بود. وی سومین پادشاه هخامنشیان بود.,«بردیا» پسر کوروش بود.,e
کوروش در روستایی به نام پارسوماش که در حال حاضر شامل شهرهای بختیاری نشین (لرزبانها) میشود به دنیا آمده (نزدیکی های مسجد سلیمان) است. او‌ پس‌ از تصرف‌ سرزمین‌های‌ آسیای‌ مقدم‌ مانند آشور، فینیقیه‌ و فلسطین‌ و همچنین‌ مطیع‌ کردن‌ قوم‌های‌ دوردست‌ شرق‌ ایران‌ و رخنه‌ تا رود سند محل معروف به‌ پاسارگاد را به عنوان پایتخت خود ساخت.,پاسارگاد را کوروش به عنوان پایتخت بنا نهاد.,e
لیدیه دولتی بود در مغرب آسیای صغیر (ترکیه ی فعلی) که پادشاه آن کرزوس پسر آلیات وقتی به تخت شاهی نشست تصمیم به حمله به دولت نوپای هخامنشی و سرزمین پارس را عملی کرد. وقتی این خبر به کوروش رسید، کوروش با شجاعت تمام تصمیم به جنگ گرفت و با سپاهی عظیم راهی لیدی شد و این جنگ نخستین جنگ خارجی او بود.,اولین جنگ خارجی کوروش با لیدیه بود.,e
ماندانا یا ماندانای مادی (تولد حدود ۵۸۴ پیش از میلاد)، یک شاهدخت مادی بود، که بعدها به همسری کمبوجیه یکم درآمد و ملکه او شد. وی مادر کوروش بزرگ، شاهنشاه ایران و مؤسس سلسله هخامنشی است.,«ماندانا» مادر کوروش بود.,e
انشان‌ یا انزان واحدی‌ سیاسی‌ در شمال‌ شرقی‌ و شرق‌ قلمرو ایلام‌ و به‌ ظن‌ قوی‌ در فارس‌ بوده‌ است‌. هینتس،‌‌ انشان‌ را از کوه‌های‌ بختیاری‌ تا کویر لوت‌ و کرمان‌ امروزی‌ می‌داند.,به احتمال زیاد «انشان» در فارس بوده است.,e
دیاکو ماد مردی که اصالتا از مردم ماد بود، نخستین فرمانروای تاریخ ایران است. بدیهی است که پیش از روایتی که دیاکو را نخستین فرمانروای مادی می شناسد، سرزمین ماد باز هم امیران و شاهک هایی داشته است که خبری از آنها نیست و در حال حاضر افتخار عنوان نخستین شاه حکومت ماد، از آن دیاکو است.,نخستین پادشاه شناخته شده مادها دیاکو بود.,e
ماندانا دختر آستیاگ آخرین شاه ماد، همسر کمبوجیه شاه پارس پهناور و مادر کورش بزرگ پادشاه عدالت پرور ایران است.,آستیاگ حاکم ماد و پدربزرگ کوروش بود.,e
آریا نامی است که به هندیان و ایرانیان که در طول هزاره سوم پ. م به فلات ایران و شبه قاره هند کوچ کرده‌اند، داده شده‌است. اکثر مورخان بر این باور اند که آریایی عنوان مردم هند باستان و ایران باستان است که به زبان‌های آریایی سخن می‌گفتند.,نظر غالب درباره خاستگاه آریاییان، هند و ایران است.,e
زیگورات دوراونتاش یا همان معبد چغازنبیل در جنوب غربی ایران، در استان خوزستان و در ۴۰ کیلومتری جنوب شرقی شوش و ۳۵ کیلومتری غرب شهر باستانی شوشتر واقع است.,معبد چغازنبیل در فاصله ۴۰ کیلومتری شوش واقع شده است.,e
تاریخ‌ ایلام‌ نو (۶۴۰-۷۵۰ ق م) با به تخت نشینی هومبان_نیکاش، موسس سلسله جدید ایلام، رقم خورد. شاهان‌ این سلسله‌ جدید خود را از شوتروکیان‌ ایلام‌ باستان‌ می‌دانند.,بنیانگذار سلسله جدید در ایلام هومبان-نیکاش بود.,e
داریوش پادشاه هخامنشی نخستین کسی بود که در سنگ نبشته هایش از ایلام با نام خوزا یاد میکند و در متن‌های‌ یونانی‌ خوزی‌ها ظاهرا همان‌ قوم‌ سرکشی‌ اند که‌ بر سر راه‌ شوش‌ به‌ تخت‌ جمشید از سپاه‌ اسکندر برای‌ عبور از این‌ راه‌ باج‌ خواستند.,در نبشته های داریوش برای ایلام نام (خوزا) بکار رفته است.,e
